question_id,stem,answer,students,mean_score,thumbs_down,reject_thumbs_down,reject_mean_score,reject,answer_stem,answer_stem_correct,paragraph,answer_paragraph,answer_paragraph_correct
1871daad50bfdba1970295c669f140b73cbbfe8766bb00eea7d2b1211a4d9a6c,"Although the cross-section of one strand is almost impossible to see without a microscope, it is huge on a(n) ________ scale.",atomic,122,0.360655737704918,0,False,False,False,molecular,False,"An atom is so small that its size is difficult to imagine. One of the smallest things we can see with our unaided eye is a single thread of a spider web: These strands are about 1/10,000 of a centimeter (0.0001 cm) in diameter. Although the cross-section of one strand is almost impossible to see without a microscope, it is huge on a(n) ________ scale. A single carbon atom in the web has a diameter of about 0.000000015 centimeter, and it would take about 7000 carbon atoms to span the diameter of the strand. To put this in perspective, if a carbon atom were the size of a dime, the cross-section of one strand would be larger than a football field, which would require about 150 million carbon atom ""dimes"" to cover it. (Figure 1.13) shows increasingly close microscopic and atomic-level views of ordinary cotton.",atomic,True
30cb852d31ad16e6cfb4efd742594a2c4d4ea0095e2f6d6440402ba31a4d9a6c,"While the atoms are still widely separated, the attractions are slightly stronger than the ________, and the energy of the system decreases.",repulsions,123,0.4634146341463415,1,False,False,False,repulsions,True,"The energy of the system depends on how much the orbitals overlap. Figure 5.2 illustrates how the sum of the energies of two hydrogen atoms (the colored curve) changes as they approach each other. When the atoms are far apart there is no overlap, and by convention we set the sum of the energies at zero. As the atoms move together, their orbitals begin to overlap. Each electron begins to feel the attraction of the nucleus in the other atom. In addition, the electrons begin to repel each other, as do the nuclei. While the atoms are still widely separated, the attractions are slightly stronger than the ________, and the energy of the system decreases. (A bond begins to form.) As the atoms move closer together, the overlap increases, so the attraction of the nuclei for the electrons continues to increase (as do the repulsions among electrons and between the nuclei). At some specific distance between the atoms, which varies depending on the atoms involved, the energy reaches its lowest (most stable) value. This optimum distance between the two bonded nuclei is the bond distance between the two atoms. The bond is stable because at this point, the attractive and repulsive forces combine to create the lowest possible energy configuration. If the distance between the nuclei were to decrease further, the repulsions between nuclei and the repulsions as electrons are confined in closer proximity to each other would become stronger than the attractive forces. The energy of the system would then rise (making the system destabilized), as shown at the far left of Figure 5.2.",repulsions,True
cc7e2d0a592fc85646f03e0e519e752bdb676ec8e4620e43b9b5daf41a4d9a6c,The value of a(n) ________ property is directly proportional to the amount of matter in question.,extensive,121,0.5206611570247934,0,False,False,False,extensive,True,"Properties of matter fall into one of two categories. If the property depends on the amount of matter present, it is an extensive property. The mass and volume of a substance are examples of extensive properties; for instance, a gallon of milk has a larger mass than a cup of milk. The value of a(n) ________ property is directly proportional to the amount of matter in question. If the property of a sample of matter does not depend on the amount of matter present, it is an intensive property. Temperature is an example of an intensive property. If the gallon and cup of milk are each at 20 °C (room temperature), when they are combined, the temperature remains at 20 °C. As another example, consider the distinct but related properties of heat and temperature. A drop of hot cooking oil spattered on your arm causes brief, minor discomfort, whereas a pot of hot oil yields severe burns. Both the drop and the pot of oil are at the same temperature (an intensive property), but the pot clearly contains much more heat (extensive property).",extensive,True
6ea2b8c95948bb0176cfe977882e9373ea6090b1402347c61aeaaf401a4d9a6c,The most common form of the element sulfur is composed of molecules that consist of eight atoms of sulfur; its molecular ________ is S8 (Figure 2.17).,formula,122,0.7131147540983607,0,False,False,False,formula,True,"Although many elements consist of discrete, individual atoms, some exist as molecules made up of two or more atoms of the element chemically bonded together. For example, most samples of the elements hydrogen, oxygen, and nitrogen are composed of molecules that contain two atoms each (called diatomic molecules) and thus have the molecular formulas H2, O2, and N2, respectively. Other elements commonly found as diatomic molecules are fluorine (F2), chlorine (Cl2), bromine (Br2), and iodine (I2). The most common form of the element sulfur is composed of molecules that consist of eight atoms of sulfur; its molecular ________ is S8 (Figure 2.17).",formula,True
ad817aa36e4a964bf1adcf361e9e90f902eeed490a297d61ee720cb31a4d9a6c,"Even in the late nineteenth century, spectroscopy was a very precise science, and so the wavelengths of hydrogen were measured to very high accuracy, which implied that the Rydberg ________ could be determined very precisely as well.",constant,125,0.224,3,True,True,True,constant,True,"Even in the late nineteenth century, spectroscopy was a very precise science, and so the wavelengths of hydrogen were measured to very high accuracy, which implied that the Rydberg ________ could be determined very precisely as well. That such a simple formula as the Rydberg formula could account for such precise measurements seemed astounding at the time, but it was the eventual explanation for emission spectra by Neils Bohr in 1913 that ultimately convinced scientists to abandon classical physics and spurred the development of modern quantum mechanics.",constant,True
90024258f63eadde6e5c26d370825c9a118b011b7b5d30255a821dcd1a4d9a6c,"Hydrogen and oxygen can react to form water, and sodium and chlorine can react to form table ________.",salt,122,0.8524590163934426,1,False,False,False,salt,True,"Compounds are formed when two or more elements chemically combine, resulting in the formation of bonds. For example, hydrogen and oxygen can react to form water, and sodium and chlorine can react to form table ________. We sometimes describe the composition of these compounds with an empirical formula, which indicates the types of atoms present and the simplest whole-number ratio of the number of atoms (or ions) in the compound. For example, titanium dioxide (used as pigment in white paint and in the thick, white, blocking type of sunscreen) has an empirical formula of TiO2. This identifies the elements titanium (Ti) and oxygen (O) as the constituents of titanium dioxide, and indicates the presence of twice as many atoms of the element oxygen as atoms of the element titanium (Figure 2.19).",salt,True
9aa6a286eb06ebb976370fd6e3fbbe0cc85d67340978d6bedd25c38d1a4d9a6c,"Shielding is determined by the probability of another electron being between the electron of interest and the nucleus, as well as by the electron–electron ________ the electron of interest encounters.",repulsions,125,0.488,0,False,False,False,repulsion,True,"Shielding is determined by the probability of another electron being between the electron of interest and the nucleus, as well as by the electron–electron ________ the electron of interest encounters. Core electrons are adept at shielding, while electrons in the same valence shell do not block the nuclear attraction experienced by each other as efficiently. Thus, each time we move from one element to the next across a period, Z increases by one, but the shielding increases only slightly. Thus, Zeff increases as we move from left to right across a period. The stronger pull (higher effective nuclear charge) experienced by electrons on the right side of the periodic table draws them closer to the nucleus, making the covalent radii smaller.",repulsion,True
db1a0e68d944b85479053c9c69724a86f7e64176b9f05d24189f4d5b1a4d9a6c,Removing an electron from a(n) ________ with a higher positive charge is more difficult than removing an electron from an ion with a lower charge.,cation,125,0.208,1,False,True,True,ion,False,"Removing an electron from a cation is more difficult than removing an electron from a neutral atom because of the greater electrostatic attraction to the cation. Likewise, removing an electron from a(n) ________ with a higher positive charge is more difficult than removing an electron from an ion with a lower charge. Thus, successive ionization energies for one element always increase. As seen in Table 3.3, there is a large increase in the ionization energies for each element. This jump corresponds to removal of the core electrons, which are harder to remove than the valence electrons. For example, Sc and Ga both have three valence electrons, so the rapid increase in ionization energy occurs after the third ionization.",ion,False
01d58b46abc3f0ad931e6b12e6b7298a8435d7bcc9ec8feff6c6323a1a4d9a6c,"The uncertainty principle can be shown to be a consequence of wave–particle duality, which lies at the heart of what distinguishes modern ________ theory from classical mechanics.",quantum,125,0.488,1,False,False,False,quantum,True,"Heisenberg's principle imposes ultimate limits on what is knowable in science. The uncertainty principle can be shown to be a consequence of wave–particle duality, which lies at the heart of what distinguishes modern ________ theory from classical mechanics.",quantum,True
04b27b8f68ab4304ea0df7e85e21301f49c2727ebac5afab89fdf0cb1a4d9a6c,"Dividing by the lowest common denominator (2) gives the simplest, whole-number ratio of atoms, 1:2:1, so the ________ formula is CH2O.",empirical,123,0.7967479674796748,0,False,False,False,empirical,True,"If we know a compound's formula, we can easily determine the empirical formula. (This is somewhat of an academic exercise; the reverse chronology is generally followed in actual practice.) For example, the molecular formula for acetic acid, the component that gives vinegar its sharp taste, is C2H4O2. This formula indicates that a molecule of acetic acid (Figure 2.21) contains two carbon atoms, four hydrogen atoms, and two oxygen atoms. The ratio of atoms is 2:4:2. Dividing by the lowest common denominator (2) gives the simplest, whole-number ratio of atoms, 1:2:1, so the ________ formula is CH2O. Note that a molecular formula is always a whole-number multiple of an empirical formula.",empirical,True
c9587d4976f87afff9c3c65df9ee73667149bbd57913cef86e7785091a4d9a6c,"Counting is the only type of measurement that is free from ________, provided the number of objects being counted does not change while the counting process is underway.",uncertainty,127,0.3385826771653543,1,False,True,True,error,False,"Counting is the only type of measurement that is free from ________, provided the number of objects being counted does not change while the counting process is underway. The result of such a counting measurement is an example of an exact number. By counting the eggs in a carton, one can determine exactly how many eggs the carton contains. The numbers of defined quantities are also exact. By definition, 1 foot is exactly 12 inches, 1 inch is exactly 2.54 centimeters, and 1 gram is exactly 0.001 kilogram. Quantities derived from measurements other than counting, however, are uncertain to varying extents due to practical limitations of the measurement process used.",uncertainty,True
9a92697d531638c8441daf80a74bc26540d9cc02e0c36fa986b95fd31a4d9a6c,"All of the digits in a(n) ________, including the uncertain last digit, are called significant figures or significant digits.",measurement,127,0.2598425196850393,2,True,True,True,measurement,True,"This concept holds true for all measurements, even if you do not actively make an estimate. If you place a quarter on a standard electronic balance, you may obtain a reading of 6.72 g. The digits 6 and 7 are certain, and the 2 indicates that the mass of the quarter is likely between 6.71 and 6.73 grams. The quarter weighs about 6.72 grams, with a nominal uncertainty in the measurement of ± 0.01 gram. If the coin is weighed on a more sensitive balance, the mass might be 6.723 g. This means its mass lies between 6.722 and 6.724 grams, an uncertainty of 0.001 gram. Every measurement has some uncertainty, which depends on the device used (and the user's ability). All of the digits in a(n) ________, including the uncertain last digit, are called significant figures or significant digits. Note that zero may be a measured value; for example, if you stand on a scale that shows weight to the nearest pound and it shows ""120,"" then the 1 (hundreds), 2 (tens) and 0 (ones) are all significant (measured) values.",measurement,True
21eab4d84ddf7a14b4402e3e752ef8a06b1481e9497b099427d6c81f1a4d9a6c,"Orbital ________ are pictorial representations of the electron configuration, showing the individual orbitals and the pairing arrangement of electrons.",diagrams,126,0.5238095238095238,2,True,False,True,diagrams,True,"We will now construct the ground-state electron configuration and orbital diagram for a selection of atoms in the first and second periods of the periodic table. Orbital ________ are pictorial representations of the electron configuration, showing the individual orbitals and the pairing arrangement of electrons. We start with a single hydrogen atom (atomic number 1), which consists of one proton and one electron. Referring to Figure 3.26 or Figure 3.27, we would expect to find the electron in the 1s orbital. By convention, the ms=+12 value is usually filled first. The electron configuration and the orbital diagram are:",diagrams,True
e9816d2e6d1319340024bb1ac20661cf2406b3b5bd6585da5f4a554b1a4d9a6c,One particularly characteristic ________ of waves results when two or more waves come into contact: They interfere with each other.,phenomenon,128,0.359375,3,True,False,True,property,False,"One particularly characteristic ________ of waves results when two or more waves come into contact: They interfere with each other. Figure 3.6 shows the interference patterns that arise when light passes through narrow slits closely spaced about a wavelength apart. The fringe patterns produced depend on the wavelength, with the fringes being more closely spaced for shorter wavelength light passing through a given set of slits. When the light passes through the two slits, each slit effectively acts as a new source, resulting in two closely spaced waves coming into contact at the detector (the camera in this case). The dark regions in Figure 3.6 correspond to regions where the peaks for the wave from one slit happen to coincide with the troughs for the wave from the other slit (destructive interference), while the brightest regions correspond to the regions where the peaks for the two waves (or their two troughs) happen to coincide (constructive interference). Likewise, when two stones are tossed close together into a pond, interference patterns are visible in the interactions between the waves produced by the stones. Such interference patterns cannot be explained by particles moving according to the laws of classical mechanics.",phenomenon,True
1e75beca77c33a04744318f7c17c136460ad790f193be608604776a91a4d9a6c,Elements in the third and higher periods (n ≥ 3) have more than four valence orbitals and can share more than four ________ of electrons with other atoms because they have empty d orbitals in the same shell.,pairs,117,0.452991452991453,1,False,False,False,pairs,True,"Elements in the second period of the periodic table (n = 2) can accommodate only eight electrons in their valence shell orbitals because they have only four valence orbitals (one 2s and three 2p orbitals). Elements in the third and higher periods (n ≥ 3) have more than four valence orbitals and can share more than four ________ of electrons with other atoms because they have empty d orbitals in the same shell. Molecules formed from these elements are sometimes called hypervalent molecules. Figure 4.13 shows the Lewis structures for two hypervalent molecules, PCl5 and SF6.",pairs,True
bdbb90e91595538c0432b80964d1fb1a92dd110aff770c653adeb0ea1a4d9a6c,A more common way to determine the mass of a(n) ________ is to use a balance to compare its mass with a standard mass.,object,135,0.5037037037037037,1,False,False,False,object,True,The mass of an object is a measure of the amount of matter in it. One way to measure an object's mass is to measure the force it takes to accelerate the object. It takes much more force to accelerate a car than a bicycle because the car has much more mass. A more common way to determine the mass of a(n) ________ is to use a balance to compare its mass with a standard mass.,object,True
527f294cb554187f6ce107171d6ea74aa81e54bbf2c087e457da897b1a4d9a6c,Similar research by scientists such as Laura López-Sánchez has provided similar processes for ________ cancer.,lung,137,0.2846715328467153,1,False,True,True,treating,False,"Early detection of biomarkers, substances that indicate an organism's disease or physiological state, could allow diagnosis and treatment before a condition becomes serious or irreversible. Recent studies have shown that your exhaled breath can contain molecules that may be biomarkers for recent exposure to environmental contaminants or for pathological conditions ranging from asthma to lung cancer. Scientists are working to develop biomarker ""fingerprints"" that could be used to diagnose a specific disease based on the amounts and identities of certain molecules in a patient's exhaled breath. In Sangeeta Bhatia's lab at MIT, a team used substances that react specifically inside diseased lung tissue; the products of the reactions will be present as biomarkers that can be identified through mass spectrometry (an analytical method discussed later in the chapter). A potential application would allow patients with early symptoms to inhale or ingest a ""sensor"" substance, and, minutes later, to breathe into a detector for diagnosis. Similar research by scientists such as Laura López-Sánchez has provided similar processes for ________ cancer. An essential concept underlying this goal is that of a molecule's identity, which is determined by the numbers and types of atoms it contains, and how they are bonded together. This chapter will describe some of the fundamental chemical principles related to the composition of matter, including those central to the concept of molecular identity.",breast,False
0ad0e988662e85e6f18553e5282932b425a06485516d1d923ecd92091a4d9a6c,Both published tables with the elements arranged according to increasing ________ mass.,atomic,118,0.7372881355932204,1,False,False,False,Atomic,True,"Dimitri Mendeleev in Russia (1869) and Lothar Meyer in Germany (1870) independently recognized that there was a periodic relationship among the properties of the elements known at that time. Both published tables with the elements arranged according to increasing ________ mass. But Mendeleev went one step further than Meyer: He used his table to predict the existence of elements that would have the properties similar to aluminum and silicon, but were yet unknown. The discoveries of gallium (1875) and germanium (1886) provided great support for Mendeleev's work. Although Mendeleev and Meyer had a long dispute over priority, Mendeleev's contributions to the development of the periodic table are now more widely recognized (Figure 3.36).",atomic,True
ba275e503a3fb95fb6a8672d2622eb227163660131d365e276cb598e1a4d9a6c,"The laws of science summarize a vast number of ________ observations, and describe or predict some facet of the natural world.",experimental,142,0.6056338028169014,0,False,False,False,empirical,False,"Some hypotheses are attempts to explain the behavior that is summarized in laws. The laws of science summarize a vast number of ________ observations, and describe or predict some facet of the natural world. If such a hypothesis turns out to be capable of explaining a large body of experimental data, it can reach the status of a theory. Scientific theories are well-substantiated, comprehensive, testable explanations of particular aspects of nature. Theories are accepted because they provide satisfactory explanations, but they can be modified if new data become available. The path of discovery that leads from question and observation to law or hypothesis to theory, combined with experimental verification of the hypothesis and any necessary modification of the theory, is called the scientific method (Figure 1.4).",empirical,False
c901b5e49b73dfc0e4041e8089aea246f6e33a7798c14953e33c68031a4d9a6c,"Chemistry is sometimes referred to as ""the central science"" due to its interconnectedness with a vast ________ of other STEM disciplines (STEM stands for areas of study in the science, technology, engineering, and math fields).",array,143,0.5594405594405595,3,True,False,True,array,True,"Chemistry is sometimes referred to as ""the central science"" due to its interconnectedness with a vast ________ of other STEM disciplines (STEM stands for areas of study in the science, technology, engineering, and math fields). Chemistry and the language of chemists play vital roles in biology, medicine, materials science, forensics, environmental science, and many other fields (Figure 1.3). The basic principles of physics are essential for understanding many aspects of chemistry, and there is extensive overlap between many subdisciplines within the two fields, such as chemical physics and nuclear chemistry. Mathematics, computer science, and information theory provide important tools that help us calculate, interpret, describe, and generally make sense of the chemical world. Biology and chemistry converge in biochemistry, which is crucial to understanding the many complex factors and processes that keep living organisms (such as us) alive. Chemical engineering, materials science, and nanotechnology combine chemical principles and empirical findings to produce useful substances, ranging from gasoline to fabrics to electronics. Agriculture, food science, veterinary science, and brewing and wine making help provide sustenance in the form of food and drink to the world's population. Medicine, pharmacology, biotechnology, and botany identify and produce substances that help keep us healthy. Environmental science, geology, oceanography, and atmospheric science incorporate many chemical ideas to help us better understand and protect our physical world. Chemical ideas are used to help understand the universe in astronomy and cosmology.",array,True
0c0444e6eee8d6756d1acb1baf98cae45c5410f4fa702d7aa0ad38b41a4d9a6c,"There is no single route to answering a question or explaining an observation, but there is an aspect common to every approach: Each uses knowledge based on ________ that can be reproduced to verify the results.",experiments,145,0.4620689655172413,5,True,False,True,experiments,True,"Chemistry is a science based on observation and experimentation. Doing chemistry involves attempting to answer questions and explain observations in terms of the laws and theories of chemistry, using procedures that are accepted by the scientific community. There is no single route to answering a question or explaining an observation, but there is an aspect common to every approach: Each uses knowledge based on ________ that can be reproduced to verify the results. Some routes involve a hypothesis, a tentative explanation of observations that acts as a guide for gathering and checking information. A hypothesis is tested by experimentation, calculation, and/or comparison with the experiments of others and then refined as needed.",experiments,True
3bf12ebb3306fb3c9a7aef2fe344e4ae6074f2aaa2e1db15442191ac1a4d9a6c,"Whereas the ________ quantum number, n, defines the general size and energy of the orbital, the secondary quantum number l specifies the shape of the orbital.",principal,129,0.2713178294573643,3,True,True,True,principal,True,"Another quantum number is l, the secondary (angular momentum) quantum number. It is an integer that may take the values, l = 0, 1, 2, ..., n – 1. This means that an orbital with n = 1 can have only one value of l, l = 0, whereas n = 2 permits l = 0 and l = 1, and so on. Whereas the ________ quantum number, n, defines the general size and energy of the orbital, the secondary quantum number l specifies the shape of the orbital. Orbitals with the same value of l define a subshell.",principal,True
581d0a5163bdd7713d0376ed28c6e87ddfd32826a90dc404d7efb4541a4d9a6c,"Dalton knew of the experiments of French chemist Joseph Proust, who demonstrated that all ________ of a pure compound contain the same elements in the same proportion by mass.",samples,152,0.2171052631578947,0,False,True,True,samples,True,"Dalton knew of the experiments of French chemist Joseph Proust, who demonstrated that all ________ of a pure compound contain the same elements in the same proportion by mass. This statement is known as the law of definite proportions or the law of constant composition. The suggestion that the numbers of atoms of the elements in a given compound always exist in the same ratio is consistent with these observations. For example, when different samples of isooctane (a component of gasoline and one of the standards used in the octane rating system) are analyzed, they are found to have a carbon-to-hydrogen mass ratio of 5.33:1, as shown in Table 2.1.",samples,True
e603d2dbc154a924d7b66c529ab5fc94042922e9758756985a4922911a4d9a6c,"According to classical wave theory, a wave's energy depends on its intensity (which depends on its amplitude), not its ________.",frequency,144,0.5694444444444444,1,False,False,False,frequency,True,"The next paradox in the classical theory to be resolved concerned the photoelectric effect (Figure 3.11). It had been observed that electrons could be ejected from the clean surface of a metal when light having a frequency greater than some threshold frequency was shone on it. Surprisingly, the kinetic energy of the ejected electrons did not depend on the brightness of the light, but increased with increasing frequency of the light. Since the electrons in the metal had a certain amount of binding energy keeping them there, the incident light needed to have more energy to free the electrons. According to classical wave theory, a wave's energy depends on its intensity (which depends on its amplitude), not its ________. One part of these observations was that the number of electrons ejected within in a given time period was seen to increase as the brightness increased. In 1905, Albert Einstein was able to resolve the paradox by incorporating Planck's quantization findings into the discredited particle view of light (Einstein actually won his Nobel prize for this work, and not for his theories of relativity for which he is most famous).",frequency,True
8df8a55f3f2032c73deca381b8fcf8c6a43367ed19caae69311b1cd81a4d9a6c,"Any atom that contains six protons is the element carbon and has the ________ number 6, regardless of how many neutrons or electrons it may have.",atomic,136,0.5735294117647058,0,False,False,False,atomic,True,"The number of protons in the nucleus of an atom is its atomic number (Z). This is the defining trait of an element: Its value determines the identity of the atom. For example, any atom that contains six protons is the element carbon and has the ________ number 6, regardless of how many neutrons or electrons it may have. A neutral atom must contain the same number of positive and negative charges, so the number of protons equals the number of electrons. Therefore, the atomic number also indicates the number of electrons in an atom. The total number of protons and neutrons in an atom is called its mass number (A). The number of neutrons is therefore the difference between the mass number and the atomic number: A – Z = number of neutrons.",atomic,True
